StichtagDatJahr,StichtagDatMonat,RaumeinheitSort,RaumeinheitLang,GliederungSort,GliederungLang,ZimmerSort,ZimmerLang,GemeinnuetzigSort,GemeinnuetzigLang,EinheitSort,EinheitLang,PreisartSort,PreisartLang,mean,meanl,meanu,qu25,qu25l,qu25u,qu50,qu50l,qu50u,qu75,qu75l,qu75u,Domain,Sample1,Sample2
2024,2024.04,4,Stadtquartiere,19,Altstadt (Kreis 1),2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,42.86,41.32,44.41,33.16,31.5,35.43,41.71,39.89,43.85,50.9,48.25,55.0,743,102,148
2022,2022.04,4,Stadtquartiere,19,Altstadt (Kreis 1),3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,33.62,32.11,35.13,26.31,23.21,28.35,33.25,31.57,35.72,40.57,39.14,42.39,635,74,111
2024,2024.04,4,Stadtquartiere,19,Altstadt (Kreis 1),3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,37.19,35.91,38.47,28.37,26.76,29.81,36.42,34.54,37.96,45.79,43.88,47.69,621,79,171
2022,2022.04,4,Stadtquartiere,19,Altstadt (Kreis 1),4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,32.38,30.6,34.16,23.28,20.41,25.96,32.04,29.11,33.75,41.49,36.43,42.68,323,27,80
2024,2024.04,4,Stadtquartiere,19,Altstadt (Kreis 1),4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,34.62,32.83,36.4,26.02,22.54,29.38,34.99,33.32,36.75,43.19,40.07,44.84,316,31,101
2022,2022.04,4,Stadtquartiere,19,Altstadt (Kreis 1),9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,36.0,34.97,37.03,27.84,26.17,29.54,36.67,34.9,38.08,43.08,42.02,45.55,1732,188,297
2024,2024.04,4,Stadtquartiere,19,Altstadt (Kreis 1),9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,39.22,38.32,40.11,29.99,28.93,31.25,38.59,37.67,39.82,47.32,45.92,48.74,1680,212,420
2022,2022.04,4,Stadtquartiere,21,Wollishofen,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,16.93,16.28,17.58,14.49,14.03,14.84,16.48,15.85,17.86,18.7,18.47,20.77,641,295,20
2024,2024.04,4,Stadtquartiere,21,Wollishofen,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,20.18,19.61,20.75,16.96,16.33,17.87,19.26,18.79,20.33,23.51,22.55,24.36,673,338,22
2022,2022.04,4,Stadtquartiere,21,Wollishofen,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,16.2,15.18,17.22,13.97,13.41,14.32,15.33,14.8,16.53,17.31,17.17,18.31,1171,501,33
2024,2024.04,4,Stadtquartiere,21,Wollishofen,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,18.19,17.65,18.74,15.83,15.43,16.39,17.56,16.96,17.89,19.83,19.0,20.85,1201,547,32
2022,2022.04,4,Stadtquartiere,21,Wollishofen,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,15.81,15.42,16.19,13.95,13.33,14.76,15.79,15.12,16.6,17.17,17.0,17.98,844,369,24
2024,2024.04,4,Stadtquartiere,21,Wollishofen,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.35,16.7,18.0,15.04,14.54,16.02,17.1,16.38,18.15,19.9,18.49,20.95,832,413,20
2022,2022.04,4,Stadtquartiere,21,Wollishofen,9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,16.25,15.75,16.75,14.11,13.67,14.29,15.87,15.17,16.44,17.64,17.23,18.4,2656,1165,77
2024,2024.04,4,Stadtquartiere,21,Wollishofen,9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,18.43,18.08,18.78,15.91,15.57,16.22,17.83,17.45,18.28,20.57,19.91,21.15,2706,1298,74
2022,2022.04,4,Stadtquartiere,21,Wollishofen,2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,29.52,28.46,30.57,23.73,22.6,25.36,28.57,27.68,30.6,33.14,31.66,35.69,1552,290,54
2024,2024.04,4,Stadtquartiere,21,Wollishofen,2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,33.7,32.49,34.91,27.21,26.36,28.84,32.01,30.8,33.12,40.97,37.41,42.73,1646,334,83
2022,2022.04,4,Stadtquartiere,21,Wollishofen,3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,28.46,26.75,30.16,24.66,22.51,26.3,28.39,26.75,28.75,32.09,29.44,33.41,2174,515,44
2024,2024.04,4,Stadtquartiere,21,Wollishofen,3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,29.29,28.32,30.26,23.43,22.96,26.25,29.12,28.02,30.61,33.11,32.07,35.62,2271,543,70
2022,2022.04,4,Stadtquartiere,21,Wollishofen,4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,26.21,24.98,27.45,20.74,19.15,22.88,25.81,24.7,27.7,31.37,29.33,33.72,1133,230,47
2024,2024.04,4,Stadtquartiere,21,Wollishofen,4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,27.47,26.23,28.7,22.59,21.98,24.18,27.05,25.19,28.1,30.91,29.17,32.83,1167,259,63
2022,2022.04,4,Stadtquartiere,21,Wollishofen,9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,28.27,27.39,29.15,23.49,22.6,24.68,27.9,27.23,28.67,32.22,31.18,33.39,4859,1035,145
2024,2024.04,4,Stadtquartiere,21,Wollishofen,9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,30.3,29.65,30.95,24.46,23.67,25.67,29.51,28.8,30.45,34.59,33.11,36.36,5084,1136,216
2022,2022.04,4,Stadtquartiere,23,Leimbach,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,21.72,20.64,22.79,17.71,17.26,17.77,22.07,21.37,22.36,24.4,23.9,24.82,272,227,12
2024,2024.04,4,Stadtquartiere,23,Leimbach,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,21.93,21.8,22.05,18.87,18.55,19.0,22.24,21.9,22.38,25.17,25.19,25.26,267,232,12
2022,2022.04,4,Stadtquartiere,23,Leimbach,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,19.3,18.91,19.7,15.37,15.09,15.71,19.12,18.61,19.36,22.42,21.93,22.83,376,325,8
2024,2024.04,4,Stadtquartiere,23,Leimbach,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,20.12,20.03,20.2,16.55,16.43,16.75,20.09,19.92,20.28,23.3,23.3,23.45,363,324,19
2022,2022.04,4,Stadtquartiere,23,Leimbach,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.67,17.27,18.07,15.53,14.44,16.05,17.09,16.41,17.8,20.26,18.4,21.21,505,370,7
2024,2024.04,4,Stadtquartiere,23,Leimbach,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,19.46,19.2,19.72,16.77,16.39,17.15,19.24,18.77,19.7,22.36,21.91,22.99,487,377,23
2022,2022.04,4,Stadtquartiere,23,Leimbach,9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,19.16,18.82,19.5,15.87,15.38,16.15,18.05,17.84,18.54,22.3,21.99,22.43,1153,922,27
2024,2024.04,4,Stadtquartiere,23,Leimbach,9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,20.27,20.14,20.39,17.19,16.91,17.48,20.06,19.77,20.25,23.23,23.09,23.44,1117,933,54
2022,2022.04,4,Stadtquartiere,23,Leimbach,2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,29.44,27.07,31.81,24.7,21.53,28.46,28.24,24.42,32.03,32.22,31.24,35.17,246,15,11
2024,2024.04,4,Stadtquartiere,23,Leimbach,2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,29.28,28.18,30.38,26.45,22.19,27.53,28.2,26.8,29.88,31.43,29.08,33.76,251,15,19
2022,2022.04,4,Stadtquartiere,23,Leimbach,3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,22.8,21.64,23.95,20.14,19.99,21.24,21.28,20.47,22.56,22.67,21.92,24.09,336,42,18
2024,2024.04,4,Stadtquartiere,23,Leimbach,3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,24.4,23.18,25.62,21.0,20.09,22.24,23.74,22.22,24.91,26.04,25.01,28.84,323,44,35
2022,2022.04,4,Stadtquartiere,23,Leimbach,4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,23.55,22.34,24.75,19.31,17.64,22.04,22.53,19.84,22.74,26.95,23.33,29.49,208,30,30
2024,2024.04,4,Stadtquartiere,23,Leimbach,4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,23.93,22.91,24.96,20.97,20.49,22.46,23.72,22.73,24.3,27.37,25.03,27.74,218,32,43
2022,2022.04,4,Stadtquartiere,23,Leimbach,9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,25.07,24.13,26.01,20.47,20.06,21.82,22.63,21.86,23.98,27.54,24.91,31.28,790,87,59
2024,2024.04,4,Stadtquartiere,23,Leimbach,9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,25.83,25.16,26.51,21.65,21.07,22.45,25.1,24.42,26.28,28.41,27.5,29.39,792,91,97
2022,2022.04,4,Stadtquartiere,24,Enge,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.81,17.11,18.52,14.63,14.15,15.66,16.51,15.75,18.05,20.8,18.05,21.2,58,13,20
2024,2024.04,4,Stadtquartiere,24,Enge,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,18.28,17.62,18.94,14.93,14.64,15.3,16.87,15.22,18.05,20.51,19.43,23.84,57,13,19
2022,2022.04,4,Stadtquartiere,24,Enge,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,16.08,15.31,16.85,12.95,12.57,15.16,16.19,15.04,17.71,18.88,16.93,19.67,189,48,20
2024,2024.04,4,Stadtquartiere,24,Enge,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,16.46,15.67,17.25,14.18,12.13,15.69,16.71,15.48,17.3,18.3,17.78,19.09,181,49,20
2022,2022.04,4,Stadtquartiere,24,Enge,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,14.79,14.52,15.06,12.74,12.36,13.23,14.05,13.67,14.24,16.14,15.05,17.49,86,29,20
2024,2024.04,4,Stadtquartiere,24,Enge,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,16.12,15.6,16.63,13.07,12.54,14.07,14.82,14.15,15.87,16.77,15.99,19.36,94,28,20
2022,2022.04,4,Stadtquartiere,24,Enge,9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,16.05,15.59,16.51,13.24,12.58,13.9,15.72,14.54,16.17,18.7,17.16,19.39,333,90,60
2024,2024.04,4,Stadtquartiere,24,Enge,9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,16.68,16.21,17.15,14.05,12.93,14.75,15.9,15.22,16.89,18.44,18.2,19.16,332,90,59
2022,2022.04,4,Stadtquartiere,24,Enge,2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,34.34,32.5,36.18,26.02,24.74,28.9,32.0,29.44,37.0,45.36,38.96,47.47,951,155,39
2024,2024.04,4,Stadtquartiere,24,Enge,2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,36.16,34.07,38.24,27.93,25.8,31.05,34.49,31.98,38.84,45.25,40.66,46.92,962,160,53
2022,2022.04,4,Stadtquartiere,24,Enge,3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,30.58,28.7,32.46,23.47,21.02,27.63,30.05,27.89,32.7,35.61,32.74,37.64,1323,264,42
2024,2024.04,4,Stadtquartiere,24,Enge,3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,32.37,30.61,34.14,27.37,24.6,28.98,31.63,29.41,35.24,38.95,36.63,40.69,1323,293,54
2022,2022.04,4,Stadtquartiere,24,Enge,4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,29.88,27.7,32.07,22.91,22.35,25.33,29.17,25.42,31.77,34.86,31.78,38.26,944,202,38
2024,2024.04,4,Stadtquartiere,24,Enge,4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,30.89,29.33,32.44,24.27,22.29,26.85,29.7,28.34,32.77,36.67,35.08,39.62,952,223,63
2022,2022.04,4,Stadtquartiere,24,Enge,9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,31.49,30.34,32.63,24.69,22.86,25.78,30.66,28.99,31.94,37.62,35.62,39.52,3218,621,119
2024,2024.04,4,Stadtquartiere,24,Enge,9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,33.06,32.0,34.11,26.58,25.0,28.12,32.2,30.46,34.09,39.88,37.42,41.36,3237,676,170
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.02,16.68,17.36,14.39,13.99,14.83,16.94,16.43,17.38,19.28,18.63,19.4,1432,853,58
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,18.52,18.0,19.03,15.37,14.79,15.99,17.86,17.33,18.38,20.45,20.33,21.05,1442,856,67
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,15.39,15.01,15.77,12.98,12.88,13.15,14.59,14.25,14.99,17.1,16.59,17.58,3050,1846,64
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,16.36,16.04,16.67,14.13,13.59,14.51,15.94,15.55,16.33,18.19,17.73,19.1,2990,1876,63
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,15.68,15.44,15.91,13.15,12.93,13.53,15.62,15.48,15.93,17.43,17.29,18.25,1886,1176,78
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,16.64,16.18,17.1,14.16,13.83,14.53,16.03,15.77,16.38,18.6,17.94,19.06,1871,1210,82
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,15.84,15.63,16.06,13.15,13.05,13.41,15.29,15.13,15.61,17.87,17.47,18.26,6368,3875,200
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,16.93,16.68,17.19,14.39,14.15,14.6,16.33,16.16,16.58,19.07,18.71,19.57,6303,3942,212
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,29.93,29.13,30.72,24.31,23.99,25.54,29.45,28.6,30.3,34.56,33.33,35.75,4921,858,124
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,33.22,32.4,34.04,26.8,25.56,28.1,32.4,31.61,33.7,37.83,36.6,38.9,4912,984,189
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,26.56,25.47,27.65,21.74,21.18,22.4,25.36,24.21,26.46,30.54,29.48,31.88,6901,922,114
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,28.24,27.4,29.09,22.89,22.2,23.43,26.99,26.0,28.53,32.77,30.99,34.0,6785,1083,184
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,25.1,24.04,26.16,21.0,20.26,21.28,23.36,22.24,24.65,29.17,26.05,30.34,2300,269,107
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,25.58,24.81,26.35,20.63,19.7,21.95,25.26,24.3,25.96,30.56,28.7,31.52,2296,314,143
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,27.5,26.87,28.12,22.0,21.64,22.43,26.04,25.39,26.99,31.78,30.67,33.33,14122,2049,345
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,29.55,29.04,30.07,23.24,22.82,24.08,28.7,28.1,29.33,34.46,33.77,35.73,13993,2381,516
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,19.15,18.73,19.57,15.46,15.32,15.78,16.85,16.59,17.12,21.88,21.13,22.7,1218,858,55
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,20.82,20.36,21.28,16.66,16.43,16.98,18.68,18.46,19.08,23.36,22.99,23.91,1213,898,47
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,16.43,15.95,16.91,13.39,13.24,13.54,14.76,14.51,15.0,18.26,17.55,19.0,2066,1513,50
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.75,17.42,18.08,15.29,15.1,15.45,16.69,16.59,16.85,18.89,18.2,19.13,2116,1647,49
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,15.91,15.54,16.29,13.03,12.73,13.34,15.14,14.78,15.52,17.3,16.96,17.63,713,479,61
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,18.03,17.59,18.47,14.71,14.56,14.89,16.46,16.15,16.7,19.53,18.92,20.21,760,553,40
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,17.17,16.88,17.46,13.74,13.66,13.84,15.66,15.51,15.81,18.91,18.5,19.28,3997,2850,166
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,18.71,18.48,18.95,15.54,15.41,15.69,17.11,16.98,17.27,20.35,19.93,20.78,4089,3098,136
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,32.51,31.73,33.3,25.2,23.73,27.15,32.83,31.39,33.85,38.58,37.76,40.08,2857,509,162
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,34.58,33.82,35.33,27.14,25.91,28.1,33.91,32.95,34.88,40.37,39.37,41.22,2880,657,233
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,27.77,26.88,28.66,22.15,21.22,23.5,27.2,25.9,28.44,33.09,31.3,35.56,4073,633,122
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,30.28,29.57,30.99,24.23,23.07,25.15,29.95,29.19,30.91,35.74,34.62,37.0,4013,825,164
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,25.24,24.42,26.07,20.01,19.36,21.32,24.38,23.31,26.19,29.27,28.85,31.28,1483,185,86
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,28.79,27.77,29.8,22.81,21.92,23.68,28.97,27.04,30.0,34.42,32.47,36.41,1467,264,122
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,28.94,28.41,29.46,22.5,21.6,23.21,28.5,27.68,29.2,35.0,33.98,36.22,8413,1327,370
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,31.5,31.04,31.97,24.7,24.12,25.6,30.92,30.27,31.76,37.2,36.49,37.99,8360,1746,519
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.08,16.68,17.48,13.87,13.48,14.41,16.23,15.87,16.42,19.46,19.07,20.54,340,263,18
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,18.41,17.57,19.24,14.85,14.42,15.21,17.45,16.8,18.16,20.41,19.92,20.94,331,255,20
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,15.63,15.32,15.95,13.34,13.06,13.86,15.03,14.89,15.53,17.08,16.55,18.18,917,631,20
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.51,17.29,17.73,14.77,14.61,14.91,17.56,16.83,17.66,20.31,19.07,20.6,924,645,20
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,15.79,15.51,16.08,12.93,12.46,13.25,15.35,15.14,16.07,18.31,17.73,18.94,423,296,22
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.36,17.17,17.54,14.57,14.37,14.76,17.72,17.68,18.01,19.86,19.54,20.47,407,279,19
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,15.97,15.76,16.17,13.3,13.08,13.53,15.4,15.12,15.58,18.18,17.89,18.89,1680,1190,60
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,2,brutto,17.65,17.44,17.87,14.75,14.61,14.87,17.64,17.24,17.72,20.22,19.58,20.59,1662,1179,59
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,32.64,31.52,33.76,26.93,25.66,28.56,32.36,30.35,33.06,37.66,35.42,39.16,1355,363,78
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,34.94,33.75,36.14,27.63,26.79,29.2,34.55,32.61,35.98,40.32,38.37,41.43,1317,344,96
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,28.08,26.74,29.41,23.44,21.87,25.23,28.25,25.96,29.11,31.87,31.39,35.3,1904,416,67
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,30.54,29.28,31.79,25.59,23.92,26.66,30.12,29.13,32.0,35.4,34.0,36.92,1819,408,85
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,24.76,23.51,26.02,19.47,17.59,20.58,22.82,21.73,26.39,30.38,28.12,32.76,965,189,47
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,26.14,24.85,27.44,21.4,19.72,23.01,25.69,23.91,28.7,31.09,29.53,32.54,914,221,53
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,28.79,28.03,29.54,23.11,22.27,24.47,28.33,27.68,29.25,33.25,32.78,35.0,4224,968,192
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),9,"2 , 3  und 4 Zimmer",2,Nicht gemeinnützig,2,Quadratmeter,2,brutto,30.98,30.23,31.72,25.17,23.91,26.31,30.47,29.51,31.56,36.35,35.41,37.26,4050,973,234
2022,2022.04,4,Stadtquartiere,61,Unterstrass,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,19.49,18.15,20.84,16.27,15.37,16.53,18.12,16.67,20.17,20.76,20.17,22.37,617,291,12
2024,2024.04,4,Stadtquartiere,61,Unterstrass,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,19.81,19.09,20.53,17.28,16.94,17.74,18.88,17.98,19.79,23.24,20.72,23.85,671,342,20
2022,2022.04,4,Stadtquartiere,61,Unterstrass,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,15.84,15.58,16.09,14.44,13.53,14.69,15.66,15.48,16.19,17.15,16.67,17.19,1705,957,23
2024,2024.04,4,Stadtquartiere,61,Unterstrass,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.24,16.98,17.49,15.81,15.67,15.94,17.14,16.74,17.47,18.43,17.95,18.92,1770,1076,27
2022,2022.04,4,Stadtquartiere,61,Unterstrass,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,16.03,15.75,16.3,14.78,14.61,15.08,15.55,15.44,15.72,16.46,16.11,17.44,977,560,20
2024,2024.04,4,Stadtquartiere,61,Unterstrass,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,2,brutto,17.09,16.77,17.42,15.49,15.32,15.67,16.81,16.4,17.63,18.44,18.12,19.5,1005,601,23
